station,lat,lon,depth,temperature,salinity,fluorescence
48,-23.95416667,-43.08833333,64,19.0896,36.1847,0.427384615
49,-23.71694444,-43.2375,64,16.7882,35.8031,0.427384615
50,-23.51972222,-43.38472222,64,15.7839,35.6135,0.427384615
52,-23.34555556,-42.66888889,64,14.8744,35.4873,0.427384615
53,-23.46555556,-42.50638889,64,17.0997,35.8272,0.427384615
54,-23.72194444,-42.34472222,64,19.6143,36.2664,0.427384615
55,-23.96055556,-42.17638889,64,19.9478,36.3603,0.427384615
56,-24.19388889,-42.01166667,64,20.6972,36.4832,0.427384615
57,-24.37305556,-41.82472222,64,25.4142,37.1917,0.427384615
58,-23.93861111,-41.41055556,64,25.561,37.1109,0.427384615
59,-24.03083333,-41.56583333,64,25.1017,37.1809,0.427384615
60,-23.82055556,-41.72333333,64,18.8892,36.083,0.427384615
61,-23.63416667,-41.85777778,64,17.1312,35.8025,0.427384615
62,-23.31777778,-42.02111111,64,16.3181,35.6971,0.427384615
63,-23.19777778,-41.8325,64,15.7229,35.6257,0.427384615
64,-23.37472222,-41.66888889,64,16.5387,35.7562,0.427384615
65,-23.70055556,-41.51,64,22.5415,36.8362,0.427384615
66,-23.83138889,-41.36111111,64,26.2367,37.2899,0.427384615
67,-23.77777778,-41.20638889,64,27.0543,37.1512,0.427384615
68,-23.63777778,-40.99666667,64,25.9349,37.1976,0.427384615
69,-23.65277778,-41.15305556,64,26.7954,37.2973,0.427384615
70,-23.43388889,-41.31666667,64,23.8286,37.0323,0.427384615
71,-23.21888889,-41.47138889,64,21.8663,36.7005,0.427384615
75,-22.96277778,-41.15611111,64,22.326,36.8305,0.427384615
76,-23.14583333,-40.98333333,64,24.5892,37.1657,0.427384615
77,-23.41444444,-40.83861111,64,25.2399,37.188,0.427384615
77,-23.41444444,-40.83583333,64,25.438,37.2086,0.427384615
78,-22.87027778,-40.40888889,64,19.4534,36.2124,0.427384615
79,-22.71,-40.59583333,64,18.4669,36.0845,0.427384615
85,-22.10083333,-40.02694444,64,25.5921,37.2171,0.427384615
86,-22.24805556,-39.80833333,64,25.5931,37.1453,0.427384615
86,-22.24805556,-39.80833333,64,25.5931,37.1453,0.427384615
3,-25.42555556,-46.4675,65,16.0404,35.6078,0.752
4,-25.36388889,-46.30472222,65,15.7828,35.5867,0.709
5,-25.49083333,-46.12222222,65,17.8216,35.9888,0.913
6,-25.855,-45.95861111,65,18.6881,36.0431,0.344
7,-25.92777778,-45.77944444,65,20.6396,36.4516,0.607
8,-26.01666667,-45.60166667,65,22.6545,36.916,0.176
9,-26.09527778,-45.41916667,65,22.4632,36.8497,0.18
10,-26.30444444,-45.25777778,65,22.6435,36.9063,0.149
11,-25.86472222,-44.6725,65,23.3016,37.0142,0.147
12,-25.68944444,-44.84972222,65,21.9868,36.7019,0.158
13,-25.555,-45.05694444,65,20.5412,36.4427,0.469
14,-25.25944444,-45.21972222,65,17.6131,35.9477,0.341
15,-25.29861111,-45.42888889,65,17.1182,35.8443,0.392
22,-24.65805556,-45.27,65,15.1,35.4963,0.410538462
23,-24.64416667,-45.1,65,16.5693,35.7867,0.410538462
24,-24.80555556,-44.925,65,19.5887,36.2895,0.410538462
25,-25.08666667,-44.74277778,65,23.1676,36.9775,0.410538462
27,-25.37861111,-44.3875,65,23.1367,36.9639,0.410538462
28,-25.49722222,-44.21722222,65,23.3272,36.8875,0.410538462
29,-24.96888889,-43.73722222,65,21.5848,36.575,0.410538462
30,-24.92888889,-43.92583333,65,21.2327,36.4089,0.410538462
31,-24.68138889,-44.10194444,65,21.0834,36.4413,0.410538462
32,-24.42611111,-44.27444444,65,21.6387,36.6551,0.410538462
33,-24.43055556,-44.465,65,17.9584,35.9444,0.410538462
34,-24.10916667,-44.64277778,65,15.6033,35.6004,0.410538462
38,-23.89722222,-44.08805556,65,15.6739,35.6148,0.410538462
39,-23.97472222,-43.90861111,65,16.9547,35.8446,0.410538462
40,-23.97694444,-43.73638889,65,17.0178,35.7784,0.410538462
41,-24.20027778,-43.55722222,65,21.4904,36.5988,0.410538462
42,-24.49138889,-43.37222222,65,23.0141,36.9038,0.410538462
43,-24.52972222,-43.20416667,65,23.9119,37.0378,0.410538462
44,-24.55416667,-42.48888889,65,24.7868,37.163,0.410538462
45,-24.44388889,-42.62138889,65,21.2056,36.5502,0.410538462
46,-24.32055556,-42.78055556,65,20.4912,36.487,0.410538462
47,-24.12361111,-42.93722222,65,19.6126,36.2964,0.410538462
48,-23.95416667,-43.08833333,65,19.0426,36.1798,0.410538462
49,-23.71694444,-43.2375,65,16.6963,35.7556,0.410538462
50,-23.51972222,-43.38472222,65,15.7609,35.6081,0.410538462
52,-23.34555556,-42.66888889,65,14.875,35.4875,0.410538462
53,-23.46555556,-42.50638889,65,17.0208,35.8071,0.410538462
54,-23.72194444,-42.34472222,65,19.6055,36.2665,0.410538462
55,-23.96055556,-42.17638889,65,19.8376,36.3615,0.410538462
56,-24.19388889,-42.01166667,65,20.6294,36.4493,0.410538462
57,-24.37305556,-41.82472222,65,25.3139,37.2016,0.410538462
58,-23.93861111,-41.41055556,65,25.5511,37.1068,0.410538462
59,-24.03083333,-41.56583333,65,25.0753,37.1564,0.410538462
60,-23.82055556,-41.72333333,65,18.8825,36.083,0.410538462
61,-23.63416667,-41.85777778,65,17.1009,35.8013,0.410538462
62,-23.31777778,-42.02111111,65,16.304,35.6961,0.410538462
63,-23.19777778,-41.8325,65,15.6975,35.6267,0.410538462
64,-23.37472222,-41.66888889,65,16.4712,35.7434,0.410538462
65,-23.70055556,-41.51,65,22.5051,36.8349,0.410538462
66,-23.83138889,-41.36111111,65,26.172,37.2647,0.410538462
67,-23.77777778,-41.20638889,65,26.9464,37.1398,0.410538462
68,-23.63777778,-40.99666667,65,25.771,37.2138,0.410538462
69,-23.65277778,-41.15305556,65,26.5422,37.3047,0.410538462
70,-23.43388889,-41.31666667,65,23.7894,37.0412,0.410538462
71,-23.21888889,-41.47138889,65,21.848,36.6931,0.410538462
75,-22.96277778,-41.15611111,65,22.2553,36.7995,0.410538462
76,-23.14583333,-40.98333333,65,24.6234,37.1903,0.410538462
77,-23.41444444,-40.83861111,65,25.19,37.1956,0.410538462
77,-23.41444444,-40.83583333,65,25.3772,37.1976,0.410538462
78,-22.87027778,-40.40888889,65,19.411,36.2173,0.410538462
79,-22.71,-40.59583333,65,18.3002,36.0731,0.410538462
85,-22.10083333,-40.02694444,65,25.5691,37.2159,0.410538462
86,-22.24805556,-39.80833333,65,25.482,37.2704,0.410538462
86,-22.24805556,-39.80833333,65,25.482,37.2704,0.410538462
3,-25.42555556,-46.4675,66,16.0398,35.6077,0.656
4,-25.36388889,-46.30472222,66,15.7833,35.5872,0.706
5,-25.49083333,-46.12222222,66,17.7265,35.9469,0.839
6,-25.855,-45.95861111,66,18.704,36.0675,0.386
7,-25.92777778,-45.77944444,66,20.5388,36.4658,0.622
8,-26.01666667,-45.60166667,66,22.5977,36.8964,0.174
9,-26.09527778,-45.41916667,66,22.4055,36.8233,0.196
10,-26.30444444,-45.25777778,66,22.5893,36.8635,0.156
11,-25.86472222,-44.6725,66,23.2308,37.0002,0.154
12,-25.68944444,-44.84972222,66,21.8975,36.6924,0.161
13,-25.555,-45.05694444,66,20.4616,36.4546,0.482
14,-25.25944444,-45.21972222,66,17.5219,35.941,0.341
15,-25.29861111,-45.42888889,66,17.0844,35.8441,0.397
22,-24.65805556,-45.27,66,15.097,35.4971,0.405384615
23,-24.64416667,-45.1,66,16.448,35.7281,0.405384615
24,-24.80555556,-44.925,66,19.5405,36.2663,0.405384615
25,-25.08666667,-44.74277778,66,23.1602,36.9819,0.405384615
27,-25.37861111,-44.3875,66,23.0061,36.9483,0.405384615
28,-25.49722222,-44.21722222,66,23.269,36.8935,0.405384615
29,-24.96888889,-43.73722222,66,21.4487,36.5169,0.405384615
30,-24.92888889,-43.92583333,66,21.1046,36.428,0.405384615
31,-24.68138889,-44.10194444,66,20.9898,36.4014,0.405384615
32,-24.42611111,-44.27444444,66,21.576,36.6423,0.405384615
33,-24.43055556,-44.465,66,17.9353,35.9506,0.405384615
34,-24.10916667,-44.64277778,66,15.5722,35.5949,0.405384615
38,-23.89722222,-44.08805556,66,15.6647,35.6176,0.405384615
39,-23.97472222,-43.90861111,66,16.8327,35.85,0.405384615
40,-23.97694444,-43.73638889,66,17.0136,35.7831,0.405384615
41,-24.20027778,-43.55722222,66,21.4666,36.6058,0.405384615
42,-24.49138889,-43.37222222,66,22.9732,36.8864,0.405384615
43,-24.52972222,-43.20416667,66,23.7873,37.0463,0.405384615
44,-24.55416667,-42.48888889,66,24.755,37.1714,0.405384615
45,-24.44388889,-42.62138889,66,21.1762,36.5466,0.405384615
46,-24.32055556,-42.78055556,66,20.4081,36.4629,0.405384615
47,-24.12361111,-42.93722222,66,19.3745,36.2464,0.405384615
48,-23.95416667,-43.08833333,66,18.9483,36.1695,0.405384615
49,-23.71694444,-43.2375,66,16.6609,35.753,0.405384615
50,-23.51972222,-43.38472222,66,15.7184,35.6097,0.405384615
52,-23.34555556,-42.66888889,66,14.8749,35.4877,0.405384615
53,-23.46555556,-42.50638889,66,17.0082,35.7896,0.405384615
54,-23.72194444,-42.34472222,66,19.5921,36.2652,0.405384615
55,-23.96055556,-42.17638889,66,19.6444,36.3446,0.405384615
56,-24.19388889,-42.01166667,66,20.5837,36.4487,0.405384615
57,-24.37305556,-41.82472222,66,25.1613,37.2495,0.405384615
58,-23.93861111,-41.41055556,66,25.5461,37.1055,0.405384615
59,-24.03083333,-41.56583333,66,25.0284,37.166,0.405384615
60,-23.82055556,-41.72333333,66,18.8789,36.083,0.405384615
61,-23.63416667,-41.85777778,66,17.0654,35.7841,0.405384615
62,-23.31777778,-42.02111111,66,16.2843,35.6983,0.405384615
63,-23.19777778,-41.8325,66,15.6624,35.6261,0.405384615
64,-23.37472222,-41.66888889,66,16.3368,35.7632,0.405384615
65,-23.70055556,-41.51,66,22.2276,36.8347,0.405384615
66,-23.83138889,-41.36111111,66,26.1025,37.2528,0.405384615
67,-23.77777778,-41.20638889,66,26.8242,37.1978,0.405384615
68,-23.63777778,-40.99666667,66,25.6925,37.1598,0.405384615
69,-23.65277778,-41.15305556,66,26.5047,37.2492,0.405384615
70,-23.43388889,-41.31666667,66,23.7307,37.0359,0.405384615
71,-23.21888889,-41.47138889,66,21.8292,36.6879,0.405384615
75,-22.96277778,-41.15611111,66,22.1988,36.7866,0.405384615
76,-23.14583333,-40.98333333,66,24.5542,37.236,0.405384615
77,-23.41444444,-40.83861111,66,25.1457,37.193,0.405384615
77,-23.41444444,-40.83583333,66,25.35,37.1938,0.405384615
78,-22.87027778,-40.40888889,66,19.3055,36.2347,0.405384615
79,-22.71,-40.59583333,66,18.204,36.029,0.405384615
85,-22.10083333,-40.02694444,66,25.4592,37.2109,0.405384615
86,-22.24805556,-39.80833333,66,25.3128,37.2179,0.405384615
86,-22.24805556,-39.80833333,66,25.3128,37.2179,0.405384615
4,-25.36388889,-46.30472222,67,15.7833,35.5871,0.719
5,-25.49083333,-46.12222222,67,17.6947,35.9405,0.797
6,-25.855,-45.95861111,67,18.5306,36.0705,0.389
7,-25.92777778,-45.77944444,67,20.5235,36.4365,0.652
8,-26.01666667,-45.60166667,67,22.5622,36.8803,0.177
9,-26.09527778,-45.41916667,67,22.384,36.8182,0.205
10,-26.30444444,-45.25777778,67,22.6142,36.8545,0.161
11,-25.86472222,-44.6725,67,23.1806,36.9952,0.16
12,-25.68944444,-44.84972222,67,21.819,36.6835,0.165
13,-25.555,-45.05694444,67,20.3469,36.4104,0.511
14,-25.25944444,-45.21972222,67,17.4241,35.9104,0.324
15,-25.29861111,-45.42888889,67,17.0278,35.8429,0.435
23,-24.64416667,-45.1,67,16.432,35.7049,0.39125
24,-24.80555556,-44.925,67,19.5191,36.256,0.39125
25,-25.08666667,-44.74277778,67,23.1478,36.9821,0.39125
27,-25.37861111,-44.3875,67,22.8934,36.9132,0.39125
28,-25.49722222,-44.21722222,67,23.201,36.8922,0.39125
29,-24.96888889,-43.73722222,67,21.4159,36.4879,0.39125
30,-24.92888889,-43.92583333,67,20.9614,36.3798,0.39125
31,-24.68138889,-44.10194444,67,20.9662,36.3872,0.39125
32,-24.42611111,-44.27444444,67,21.4618,36.6318,0.39125
33,-24.43055556,-44.465,67,17.8656,35.9629,0.39125
34,-24.10916667,-44.64277778,67,15.4599,35.6299,0.39125
38,-23.89722222,-44.08805556,67,15.6124,35.6296,0.39125
39,-23.97472222,-43.90861111,67,16.714,35.8346,0.39125
40,-23.97694444,-43.73638889,67,17.0046,35.7902,0.39125
41,-24.20027778,-43.55722222,67,21.4003,36.625,0.39125
42,-24.49138889,-43.37222222,67,22.9519,36.8777,0.39125
43,-24.52972222,-43.20416667,67,23.6573,37.0228,0.39125
44,-24.55416667,-42.48888889,67,24.7156,37.1625,0.39125
45,-24.44388889,-42.62138889,67,21.1546,36.5337,0.39125
46,-24.32055556,-42.78055556,67,20.2914,36.4488,0.39125
47,-24.12361111,-42.93722222,67,19.1926,36.1989,0.39125
48,-23.95416667,-43.08833333,67,18.8692,36.1437,0.39125
49,-23.71694444,-43.2375,67,16.6269,35.7455,0.39125
50,-23.51972222,-43.38472222,67,15.6779,35.6002,0.39125
52,-23.34555556,-42.66888889,67,14.8749,35.4875,0.39125
53,-23.46555556,-42.50638889,67,16.9953,35.791,0.39125
54,-23.72194444,-42.34472222,67,19.5578,36.2597,0.39125
55,-23.96055556,-42.17638889,67,19.5548,36.2862,0.39125
56,-24.19388889,-42.01166667,67,20.5782,36.4275,0.39125
57,-24.37305556,-41.82472222,67,25.0557,37.193,0.39125
58,-23.93861111,-41.41055556,67,25.5333,37.112,0.39125
59,-24.03083333,-41.56583333,67,24.9506,37.1532,0.39125
60,-23.82055556,-41.72333333,67,18.8747,36.0842,0.39125
61,-23.63416667,-41.85777778,67,17.0618,35.785,0.39125
62,-23.31777778,-42.02111111,67,16.2552,35.6976,0.39125
63,-23.19777778,-41.8325,67,15.6365,35.6158,0.39125
64,-23.37472222,-41.66888889,67,16.1758,35.76,0.39125
65,-23.70055556,-41.51,67,21.9267,36.7759,0.39125
66,-23.83138889,-41.36111111,67,26.0439,37.254,0.39125
67,-23.77777778,-41.20638889,67,26.3875,37.3578,0.39125
68,-23.63777778,-40.99666667,67,25.5985,37.1815,0.39125
69,-23.65277778,-41.15305556,67,26.3802,37.2952,0.39125
70,-23.43388889,-41.31666667,67,23.6956,37.0318,0.39125
71,-23.21888889,-41.47138889,67,21.8196,36.6776,0.39125
75,-22.96277778,-41.15611111,67,22.1028,36.7883,0.39125
76,-23.14583333,-40.98333333,67,24.5019,37.2126,0.39125
77,-23.41444444,-40.83861111,67,25.096,37.1878,0.39125
77,-23.41444444,-40.83583333,67,25.3041,37.2031,0.39125
78,-22.87027778,-40.40888889,67,19.2634,36.1878,0.39125
79,-22.71,-40.59583333,67,18.0869,36.0225,0.39125
85,-22.10083333,-40.02694444,67,25.3557,37.1916,0.39125
86,-22.24805556,-39.80833333,67,25.1673,37.1175,0.39125
86,-22.24805556,-39.80833333,67,25.1673,37.1175,0.39125
4,-25.36388889,-46.30472222,68,15.7831,35.5874,0.721
5,-25.49083333,-46.12222222,68,17.6415,35.9286,0.83
6,-25.855,-45.95861111,68,18.4951,36.0297,0.689
7,-25.92777778,-45.77944444,68,20.3837,36.4491,0.671
8,-26.01666667,-45.60166667,68,22.5072,36.8893,0.19
9,-26.09527778,-45.41916667,68,22.1497,36.7757,0.201
10,-26.30444444,-45.25777778,68,22.5732,36.8688,0.165
11,-25.86472222,-44.6725,68,23.0595,36.9928,0.155
12,-25.68944444,-44.84972222,68,21.7744,36.6569,0.168
13,-25.555,-45.05694444,68,20.2729,36.4049,0.591
14,-25.25944444,-45.21972222,68,17.3826,35.8876,0.259
15,-25.29861111,-45.42888889,68,16.9641,35.831,0.39
23,-24.64416667,-45.1,68,16.3878,35.7165,0.419166667
24,-24.80555556,-44.925,68,19.4799,36.2615,0.419166667
25,-25.08666667,-44.74277778,68,23.1219,36.9837,0.419166667
27,-25.37861111,-44.3875,68,22.8775,36.8485,0.419166667
28,-25.49722222,-44.21722222,68,23.0901,36.8878,0.419166667
29,-24.96888889,-43.73722222,68,21.3681,36.4965,0.419166667
30,-24.92888889,-43.92583333,68,20.8131,36.379,0.419166667
31,-24.68138889,-44.10194444,68,20.9212,36.3998,0.419166667
32,-24.42611111,-44.27444444,68,21.2935,36.6188,0.419166667
33,-24.43055556,-44.465,68,17.8187,35.9309,0.419166667
34,-24.10916667,-44.64277778,68,15.2621,35.604,0.419166667
38,-23.89722222,-44.08805556,68,15.5737,35.616,0.419166667
39,-23.97472222,-43.90861111,68,16.542,35.8036,0.419166667
40,-23.97694444,-43.73638889,68,16.9946,35.7948,0.419166667
41,-24.20027778,-43.55722222,68,21.2388,36.6245,0.419166667
42,-24.49138889,-43.37222222,68,22.9045,36.8886,0.419166667
43,-24.52972222,-43.20416667,68,23.6384,37.0125,0.419166667
44,-24.55416667,-42.48888889,68,24.6438,37.1626,0.419166667
45,-24.44388889,-42.62138889,68,21.1463,36.5297,0.419166667
46,-24.32055556,-42.78055556,68,20.1231,36.4491,0.419166667
47,-24.12361111,-42.93722222,68,19.0834,36.1801,0.419166667
48,-23.95416667,-43.08833333,68,18.8137,36.1454,0.419166667
49,-23.71694444,-43.2375,68,16.5704,35.7504,0.419166667
50,-23.51972222,-43.38472222,68,15.6566,35.5993,0.419166667
52,-23.34555556,-42.66888889,68,14.8752,35.4875,0.419166667
53,-23.46555556,-42.50638889,68,16.976,35.7898,0.419166667
54,-23.72194444,-42.34472222,68,19.5016,36.255,0.419166667
55,-23.96055556,-42.17638889,68,19.5118,36.2718,0.419166667
56,-24.19388889,-42.01166667,68,20.5701,36.4379,0.419166667
57,-24.37305556,-41.82472222,68,24.9927,37.1946,0.419166667
58,-23.93861111,-41.41055556,68,25.4363,37.1369,0.419166667
59,-24.03083333,-41.56583333,68,24.8771,37.1549,0.419166667
60,-23.82055556,-41.72333333,68,18.8679,36.086,0.419166667
61,-23.63416667,-41.85777778,68,16.9766,35.7964,0.419166667
62,-23.31777778,-42.02111111,68,16.2157,35.6907,0.419166667
63,-23.19777778,-41.8325,68,15.6079,35.6177,0.419166667
64,-23.37472222,-41.66888889,68,16.0732,35.703,0.419166667
65,-23.70055556,-41.51,68,21.7009,36.6712,0.419166667
66,-23.83138889,-41.36111111,68,25.9905,37.2605,0.419166667
67,-23.77777778,-41.20638889,68,26.092,37.1974,0.419166667
68,-23.63777778,-40.99666667,68,25.5336,37.1237,0.419166667
69,-23.65277778,-41.15305556,68,26.2014,37.28,0.419166667
70,-23.43388889,-41.31666667,68,23.6357,37.0301,0.419166667
75,-22.96277778,-41.15611111,68,21.8792,36.7416,0.419166667
76,-23.14583333,-40.98333333,68,24.4762,37.2102,0.419166667
77,-23.41444444,-40.83861111,68,25.0585,37.1835,0.419166667
77,-23.41444444,-40.83583333,68,25.2384,37.1972,0.419166667
78,-22.87027778,-40.40888889,68,19.2236,36.1975,0.419166667
79,-22.71,-40.59583333,68,18.0045,35.9593,0.419166667
85,-22.10083333,-40.02694444,68,25.2292,37.1635,0.419166667
86,-22.24805556,-39.80833333,68,25.0946,37.0865,0.419166667
86,-22.24805556,-39.80833333,68,25.0946,37.0865,0.419166667
4,-25.36388889,-46.30472222,69,15.783,35.5875,0.707
5,-25.49083333,-46.12222222,69,17.6469,35.9074,0.74
6,-25.855,-45.95861111,69,18.4705,36.0497,0.663
7,-25.92777778,-45.77944444,69,20.2705,36.4202,0.651
8,-26.01666667,-45.60166667,69,22.4879,36.8571,0.193
9,-26.09527778,-45.41916667,69,22.1444,36.7749,0.206
10,-26.30444444,-45.25777778,69,22.5121,36.87,0.16
11,-25.86472222,-44.6725,69,22.9528,36.9355,0.179
12,-25.68944444,-44.84972222,69,21.7489,36.6551,0.171
13,-25.555,-45.05694444,69,20.2411,36.3828,0.686
14,-25.25944444,-45.21972222,69,17.3126,35.8909,0.256
15,-25.29861111,-45.42888889,69,16.9035,35.8151,0.409
23,-24.64416667,-45.1,69,16.3633,35.7081,0.418416667
24,-24.80555556,-44.925,69,19.4479,36.2479,0.418416667
25,-25.08666667,-44.74277778,69,23.0596,36.9697,0.418416667
27,-25.37861111,-44.3875,69,22.8261,36.8972,0.418416667
28,-25.49722222,-44.21722222,69,22.9429,36.88,0.418416667
29,-24.96888889,-43.73722222,69,21.3339,36.4856,0.418416667
30,-24.92888889,-43.92583333,69,20.721,36.3312,0.418416667
31,-24.68138889,-44.10194444,69,20.8468,36.3905,0.418416667
32,-24.42611111,-44.27444444,69,21.1929,36.5576,0.418416667
33,-24.43055556,-44.465,69,17.7796,35.9309,0.418416667
34,-24.10916667,-44.64277778,69,15.0577,35.5691,0.418416667
38,-23.89722222,-44.08805556,69,15.4923,35.6227,0.418416667
39,-23.97472222,-43.90861111,69,16.484,35.7623,0.418416667
40,-23.97694444,-43.73638889,69,16.978,35.8066,0.418416667
41,-24.20027778,-43.55722222,69,21.1258,36.5695,0.418416667
42,-24.49138889,-43.37222222,69,22.8363,36.8819,0.418416667
43,-24.52972222,-43.20416667,69,23.6089,37.0222,0.418416667
44,-24.55416667,-42.48888889,69,24.5639,37.1368,0.418416667
45,-24.44388889,-42.62138889,69,21.1331,36.5352,0.418416667
46,-24.32055556,-42.78055556,69,19.9938,36.4089,0.418416667
47,-24.12361111,-42.93722222,69,18.93,36.1648,0.418416667
48,-23.95416667,-43.08833333,69,18.679,36.1282,0.418416667
49,-23.71694444,-43.2375,69,16.4584,35.7485,0.418416667
50,-23.51972222,-43.38472222,69,15.6246,35.6037,0.418416667
52,-23.34555556,-42.66888889,69,14.8755,35.4874,0.418416667
53,-23.46555556,-42.50638889,69,16.9633,35.7808,0.418416667
54,-23.72194444,-42.34472222,69,19.3779,36.2618,0.418416667
55,-23.96055556,-42.17638889,69,19.4718,36.2691,0.418416667
56,-24.19388889,-42.01166667,69,20.5412,36.4585,0.418416667
57,-24.37305556,-41.82472222,69,24.9304,37.2083,0.418416667
58,-23.93861111,-41.41055556,69,25.3419,37.152,0.418416667
59,-24.03083333,-41.56583333,69,24.8363,37.1512,0.418416667
60,-23.82055556,-41.72333333,69,18.8603,36.0855,0.418416667
61,-23.63416667,-41.85777778,69,16.8165,35.8228,0.418416667
62,-23.31777778,-42.02111111,69,16.1214,35.6932,0.418416667
63,-23.19777778,-41.8325,69,15.5373,35.635,0.418416667
64,-23.37472222,-41.66888889,69,15.9973,35.6743,0.418416667
65,-23.70055556,-41.51,69,21.5137,36.6674,0.418416667
66,-23.83138889,-41.36111111,69,25.9477,37.2586,0.418416667
67,-23.77777778,-41.20638889,69,25.9015,37.1203,0.418416667
68,-23.63777778,-40.99666667,69,25.5501,37.1498,0.418416667
69,-23.65277778,-41.15305556,69,26.0968,37.2664,0.418416667
70,-23.43388889,-41.31666667,69,23.5892,37.0169,0.418416667
75,-22.96277778,-41.15611111,69,21.6636,36.6795,0.418416667
76,-23.14583333,-40.98333333,69,24.434,37.2117,0.418416667
77,-23.41444444,-40.83861111,69,25.0263,37.1868,0.418416667
77,-23.41444444,-40.83583333,69,25.1761,37.1917,0.418416667
78,-22.87027778,-40.40888889,69,19.117,36.1666,0.418416667
79,-22.71,-40.59583333,69,17.9894,35.9534,0.418416667
85,-22.10083333,-40.02694444,69,25.1012,37.1442,0.418416667
86,-22.24805556,-39.80833333,69,25.1044,37.0923,0.418416667
86,-22.24805556,-39.80833333,69,25.1044,37.0923,0.418416667
4,-25.36388889,-46.30472222,70,15.7793,35.5876,0.738
5,-25.49083333,-46.12222222,70,17.6233,35.9422,0.725
6,-25.855,-45.95861111,70,18.1879,35.9901,0.885
7,-25.92777778,-45.77944444,70,20.1982,36.3799,0.613
8,-26.01666667,-45.60166667,70,22.4582,36.8691,0.194
9,-26.09527778,-45.41916667,70,22.0534,36.7506,0.208
10,-26.30444444,-45.25777778,70,22.45,36.8415,0.157
11,-25.86472222,-44.6725,70,22.909,36.921,0.186
12,-25.68944444,-44.84972222,70,21.7187,36.6521,0.174
13,-25.555,-45.05694444,70,20.1738,36.3836,0.743
14,-25.25944444,-45.21972222,70,17.2309,35.8674,0.244
15,-25.29861111,-45.42888889,70,16.821,35.8133,0.473
23,-24.64416667,-45.1,70,16.163,35.757,0.445
24,-24.80555556,-44.925,70,19.4092,36.2367,0.445
25,-25.08666667,-44.74277778,70,23.0374,36.9561,0.445
27,-25.37861111,-44.3875,70,22.7756,36.8818,0.445
28,-25.49722222,-44.21722222,70,22.7631,36.837,0.445
29,-24.96888889,-43.73722222,70,21.3198,36.4953,0.445
30,-24.92888889,-43.92583333,70,20.6847,36.3046,0.445
31,-24.68138889,-44.10194444,70,20.7982,36.3736,0.445
32,-24.42611111,-44.27444444,70,21.1158,36.5643,0.445
33,-24.43055556,-44.465,70,17.7549,35.9258,0.445
34,-24.10916667,-44.64277778,70,14.9687,35.5123,0.445
38,-23.89722222,-44.08805556,70,15.4083,35.636,0.445
39,-23.97472222,-43.90861111,70,16.417,35.7543,0.445
40,-23.97694444,-43.73638889,70,16.9732,35.8085,0.445
41,-24.20027778,-43.55722222,70,21.0904,36.5432,0.445
42,-24.49138889,-43.37222222,70,22.8221,36.853,0.445
43,-24.52972222,-43.20416667,70,23.5489,37.0314,0.445
44,-24.55416667,-42.48888889,70,24.5015,37.1126,0.445
45,-24.44388889,-42.62138889,70,21.0809,36.544,0.445
46,-24.32055556,-42.78055556,70,19.8805,36.3918,0.445
47,-24.12361111,-42.93722222,70,18.79,36.1224,0.445
48,-23.95416667,-43.08833333,70,18.61,36.0838,0.445
49,-23.71694444,-43.2375,70,16.2943,35.76,0.445
50,-23.51972222,-43.38472222,70,15.5445,35.6078,0.445
52,-23.34555556,-42.66888889,70,14.8757,35.4875,0.445
53,-23.46555556,-42.50638889,70,16.9444,35.7802,0.445
54,-23.72194444,-42.34472222,70,19.2738,36.2362,0.445
55,-23.96055556,-42.17638889,70,19.3648,36.2771,0.445
56,-24.19388889,-42.01166667,70,20.4895,36.4556,0.445
57,-24.37305556,-41.82472222,70,24.9064,37.1953,0.445
58,-23.93861111,-41.41055556,70,25.1691,37.1386,0.445
59,-24.03083333,-41.56583333,70,24.8,37.1596,0.445
60,-23.82055556,-41.72333333,70,18.8436,36.0901,0.445
61,-23.63416667,-41.85777778,70,16.6082,35.8013,0.445
62,-23.31777778,-42.02111111,70,16.0834,35.6706,0.445
63,-23.19777778,-41.8325,70,15.4812,35.6094,0.445
64,-23.37472222,-41.66888889,70,15.955,35.6611,0.445
65,-23.70055556,-41.51,70,21.098,36.6465,0.445
66,-23.83138889,-41.36111111,70,25.8885,37.2639,0.445
67,-23.77777778,-41.20638889,70,25.556,37.2343,0.445
68,-23.63777778,-40.99666667,70,25.5116,37.1773,0.445
69,-23.65277778,-41.15305556,70,25.9645,37.2822,0.445
70,-23.43388889,-41.31666667,70,23.5503,37.0192,0.445
75,-22.96277778,-41.15611111,70,21.6022,36.6629,0.445
76,-23.14583333,-40.98333333,70,24.399,37.2053,0.445
77,-23.41444444,-40.83861111,70,24.9649,37.1847,0.445
77,-23.41444444,-40.83583333,70,25.1228,37.1895,0.445
78,-22.87027778,-40.40888889,70,19.0501,36.1652,0.445
79,-22.71,-40.59583333,70,17.9898,35.9333,0.445
85,-22.10083333,-40.02694444,70,24.9931,37.1503,0.445
86,-22.24805556,-39.80833333,70,25.1763,37.1528,0.445
86,-22.24805556,-39.80833333,70,25.1763,37.1528,0.445
4,-25.36388889,-46.30472222,71,15.7777,35.5862,0.709
5,-25.49083333,-46.12222222,71,17.5224,35.923,0.71
6,-25.855,-45.95861111,71,17.689,35.9421,1.05
